Year,Competition,0,1,2,3,4,5,6,7,8
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U16,263.0,271.0,534,21.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Erin King,Wallingford,U21,261.0,263.0,524,12.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U16,258.0,256.0,514,14.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Isobel Searing,Buscot Park,,259.0,241.0,500,12.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U14,240.0,241.0,481,11.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Zainab Master,Oakfield,,245.0,216.0,461,12.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,223.0,237.0,460,7.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,219.0,223.0,442,8.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U16,212.0,224.0,436,7.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,213.0,214.0,427,3.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Freya Miller,Cody,U16,148.0,147.0,295,1.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Rachel Pollard,Wallingford,,160.0,120.0,280,3.0
2024,Wallingford IS 1 2024,WA 18m,Recurve Women,Rebekah Frost,Crowthorne,,,,DNS,
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,286.0,285.0,571,32.0
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,281.0,284.0,565,26.0
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Marc Christian,Laleham,50+,275.0,274.0,549,14.0
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Jose Goncalves,AGB,,274.0,273.0,547,15.0
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Luke Christian,Laleham,U14,253.0,259.0,512,4.0
2024,Wallingford IS 1 2024,WA 18m,Compound Men,Rob Bittles,AC Delco,U21,,,DNS,
2024,Wallingford IS 1 2024,WA 18m,Barebow Men,Robert Edwards,South Oxon,,236.0,255.0,491,10.0
2024,Wallingford IS 1 2024,WA 18m,Barebow Men,Steve Morgan,Wallingford,50+,219.0,223.0,442,4.0
2024,Wallingford IS 1 2024,WA 18m,Barebow Women,Teresa Shelly,Hardy,50+,167.0,163.0,330,3.0
2024,Wallingford IS 1 2024,WA 18m,Barebow Women,Heidi Lewis,Canford Magna,U14,187.0,124.0,311,1.0
2024,Wallingford IS 1 2024,WA 18m,Compound Women,Mia McGuane,Sittingbourne,U21,283.0,290.0,573,35.0
2024,Wallingford IS 1 2024,WA 18m,Compound Women,Victoria Loader,AC Delco,,285.0,286.0,571,31.0
2024,Wallingford IS 1 2024,WA 18m,Compound Women,Donna Mills,Rivernook,,276.0,275.0,551,15.0
2024,Wallingford IS 1 2024,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U18,220.0,228.0,448,4.0
