Year,Competition,0,1,2,3,4,5,6,7,8
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Ben Haskins,Wallingford,,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Rebecca Powell,Warfield,,270.0,264.0,534,16.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U18,262.0,270.0,532,23.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Becky Steliaros,Burleigh,50+,262.0,266.0,528,16.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,259.0,262.0,521,17.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U16,254.0,249.0,503,13.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Megan Hadley,Southampton Uni,,250.0,251.0,501,12.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Zainab Master,Oakfield,,251.0,247.0,498,7.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Rebekah Frost,Crowthorne,,237.0,238.0,475,7.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Zoe Weston,Wallingford,U21,239.0,229.0,468,7.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,229.0,235.0,464,4.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Amelia Krupa,Wallingford,U18,207.0,202.0,409,2.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,213.0,193.0,406,5.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Freya Miller,Cody,U18,172.0,155.0,327,2.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Erin King,Wallingford,,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Compound Women,Victoria Loader,Southampton,,292.0,287.0,579,39.0
2026,Wallingford IS 6 2026,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,214.0,196.0,410,1.0
2026,Wallingford IS 6 2026,WA 18m,Compound Women,Hannah Brown,Medway,50+,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Barebow Women,Teresa Shelly,Sway,50+,234.0,232.0,466,9.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Women,Kensi Christian,Laleham,U14,133.0,152.0,285,0.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Women,Georgie Jones,Oxford,,152.0,104.0,256,3.0
2026,Wallingford IS 6 2026,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,287.0,293.0,580,40.0
2026,Wallingford IS 6 2026,WA 18m,Compound Men,Marc Christian,Laleham,,273.0,278.0,551,15.0
2026,Wallingford IS 6 2026,WA 18m,Compound Men,Luke Christian,Laleham,U16,229.0,220.0,449,4.0
2026,Wallingford IS 6 2026,WA 18m,Compound Men,Steve Griffiths,Medway,,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Compound Men,Stuart Abbott,Brize Norton,,,,DNS,
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Paul Davis,Laleham,,257.0,256.0,513,10.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Johan Henriksson,Laleham,,247.0,246.0,493,8.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Sam Bowden,Deer Park,U16,255.0,236.0,491,13.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Harry Sterry,Laleham,U21,147.0,141.0,288,3.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,George Walker,Harlequin,U21,119.0,105.0,224,0.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Adam Birchall,AGB,,53.0,71.0,124,0.0
2026,Wallingford IS 6 2026,WA 18m,Barebow Men,Robert Edwards,South Oxon,,,,DNS,
