Year,Competition,0,1,2,3,4,5,6,7
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Lillie Porter,Surrey Uni,142,175,317,2
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Eva Stearn,Anglia Ruskin Uni,176,132,308,3
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Jude Batheram,Reading Uni,163,143,306,1
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Aster Starnes,Brighton Uni,161,131,292,1
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Daphne Edge,Sussex Uni,132,158,290,2
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Leace Hurst-Jarvis,Sussex Uni,135,153,288,0
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Georgia Setchell,Anglia Ruskin Uni,135,123,258,3
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Anya Penny,Brighton Uni,157,99,256,2
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Tamara Campbell-Snow,Brighton Uni,112,102,214,0
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Amy Houghton,Anglia Ruskin Uni,101,92,193,0
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Lucy Dollin,Anglia Ruskin Uni,85,106,191,0
2026,SEAL Indoors 2026,WA 18m,Barebow Women,Joanna Gaye,Royal Holloway,91,90,181,1
