Year,Competition,0,1,2,3,4,5,6,7
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Kate Carter,Loughborough Uni,249.0,253.0,502,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Klara Krouth̩n,Uni of East Anglia,237.0,264.0,501,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Xin Liu,Exeter Uni,245.0,254.0,499,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Elizabeth Elmer,Nottingham Uni,242.0,254.0,496,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Sarah Warner,Loughborough Uni,250.0,246.0,496,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Nancy Chen,Cambridge Uni,251.0,243.0,494,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Carys Evans,Warwick Uni,250.0,243.0,493,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Fiona Inglis,Edinburgh Uni,253.0,240.0,493,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Georgiana Jones,Loughborough Uni,252.0,240.0,492,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Surabhi Desai,St Andrews Uni,251.0,241.0,492,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Charlotte Rossetti,Nottingham Uni,240.0,251.0,491,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Rachael Armitage,Nottingham Uni,236.0,253.0,489,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Ellie Jones,Oxford Uni,252.0,230.0,482,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jessica Wilby,London Uni,238.0,244.0,482,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Justina Valyte,Southampton Uni,264.0,215.0,479,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Caitlin Bailey,Bristol Uni,246.0,232.0,478,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Ana Almeida Warren,Liverpool Uni,227.0,250.0,477,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Susie Black,Oxford Uni,230.0,244.0,474,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Robyn Bayliss,De Montfort Uni,237.0,236.0,473,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Kirsty Falcus,Lancaster Uni,252.0,220.0,472,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jasmine Grosso,Warwick Uni,228.0,242.0,470,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Shabnam Alizadeh,London Uni,222.0,246.0,468,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Bethany Woodcock,Central Lancs Uni,247.0,221.0,468,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Laura Jones,Swansea Uni,229.0,239.0,468,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Devon Harper,Uni of East Anglia,235.0,229.0,464,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Vera Jackisch,Imperial,225.0,228.0,453,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Sophie Goodwin,Nottingham Uni,249.0,203.0,452,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Amie Mowlam-Tett,Essex Uni,214.0,237.0,451,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Tupa Silva,Birmingham Uni,214.0,237.0,451,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Kathryn Holyland,Southampton Uni,214.0,236.0,450,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Rachael Smith,Southampton Uni,226.0,219.0,445,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Katie Wood,York Uni,231.0,212.0,443,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Sarah Hazell,Napier Uni,233.0,201.0,434,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Ellen McCormack,Bristol Uni,222.0,211.0,433,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Eleanor Brug,Cambridge Uni,211.0,213.0,424,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Pauline Schulze,Strathclyde Uni,184.0,232.0,416,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Lizzie Atherton,Oxford Uni,215.0,197.0,412,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Shunera Islam,Northumbria Uni,212.0,198.0,410,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Emma Poulton,Strathclyde Uni,220.0,188.0,408,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Julie Saigusa,London Uni,204.0,202.0,406,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Rebecca Powell,Portsmouth Uni,192.0,212.0,404,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Phoebe Noble,Oxford Uni,180.0,194.0,374,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Portia Kenny,London Uni,172.0,191.0,363,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Lydia Martin,Keele Uni,176.0,184.0,360,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Sarah Vaughan,Cardiff Uni,157.0,199.0,356,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Victoria Burden,Chichester Uni,156.0,188.0,344,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Bethany Addison,Bristol Uni,162.0,174.0,336,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Chynna Blaehr,Napier Uni,185.0,146.0,331,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jill Patterson,Anglia Ruskin Uni,173.0,144.0,317,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jasmine Tideswell,Northumbria Uni,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Fraser Chape,Robert Gordon Uni,287.0,286.0,573,33.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Chris Woodgate,Warwick Uni,286.0,286.0,572,33.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Thomas Taylor,Coventry Uni,281.0,289.0,570,30.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Chris Cassells,Aberystwyth Uni,280.0,289.0,569,30.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Ciaron Peake,Liverpool Uni,287.0,282.0,569,30.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Pip Tucknott,Edinburgh Uni,282.0,282.0,564,25.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,James Edmondson,Warwick Uni,285.0,278.0,563,24.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Daniel Allen,Portsmouth Uni,282.0,278.0,560,24.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Joshua Moore,Swansea Uni,282.0,278.0,560,22.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Ollie Bourne,Kent Uni,278.0,282.0,560,20.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Ziheng Guo,Southampton Uni,274.0,285.0,559,22.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Huw Strachan,Swansea Uni,280.0,279.0,559,20.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Will Davis,Derby Uni,281.0,277.0,558,20.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,William Shackley,Swansea Uni,280.0,278.0,558,19.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Sam Rees,Birmingham Uni,278.0,278.0,556,17.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Men,Mathew Barber,Portsmouth Uni,280.0,274.0,554,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Sarah Prieels,Edinburgh Uni,288.0,294.0,582,42.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Hope Greenwood,Edinburgh Uni,289.0,289.0,578,38.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Lizzie Foster,Durham Uni,286.0,282.0,568,29.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Neira Miljkovic,Nottingham Uni,275.0,273.0,548,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Jess Wallbank,Nottingham Uni,273.0,272.0,545,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Louise Smith,West of Scotland Uni,270.0,270.0,540,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Nicole Almond,Swansea Uni,257.0,255.0,512,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Kimberley Challen,Kent Uni,239.0,261.0,500,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Emily Sulma,Portsmouth Uni,242.0,251.0,493,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Abigail Hall,Southampton Uni,237.0,252.0,489,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Briony Basterfield,Aberystwyth Uni,233.0,241.0,474,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Compound Women,Imogen Rees,Swansea Uni,211.0,200.0,411,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Alex Newnes,Aberystwyth Uni,210.0,218.0,428,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Alexander Kippax,Chester Uni,140.0,165.0,305,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Tom Lucking,Uni of East Anglia,158.0,146.0,304,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Edward Pike,Edinburgh Uni,131.0,170.0,301,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Ashay Alok,Bath Uni,153.0,142.0,295,0.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Elliot Tyrrell,Bristol Uni,120.0,151.0,271,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Ben Weeks,Exeter Uni,133.0,100.0,233,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Men,Alex White,Nottingham Uni,118.0,110.0,228,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Jessica Nirkko,Edinburgh Uni,172.0,176.0,348,0.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Emily Williams,Uni of South Wales,167.0,168.0,335,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Helen Woodcock,Central Lancs Uni,121.0,142.0,263,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Beth Duthie,Aberystwyth Uni,111.0,141.0,252,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Charly Knight,Surrey Uni,98.0,107.0,205,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Victoria Swann,London Uni,54.0,82.0,136,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Cassandra Lim,Imperial,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Longbow Women,Phoebe Hills,Bangor Uni,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Willie Usher Smith,Liverpool Uni,245.0,238.0,483,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Samuel Thomas,Loughborough Uni,232.0,246.0,478,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Scott Burt,Dundee Uni,232.0,244.0,476,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Luke Wiseman,Edinburgh Uni,221.0,246.0,467,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Faheem Mirza,Warwick Uni,233.0,229.0,462,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Tom La Vallin,Swansea Uni,214.0,241.0,455,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Nikola Cucakovic,Uni of Abertay Dundee,233.0,219.0,452,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Will Armstrong,Bristol Uni,222.0,224.0,446,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,William Croydon,Loughborough Uni,209.0,237.0,446,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Liam Pattinson,Cambridge Uni,239.0,205.0,444,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Luke Wilson,Dundee Uni,215.0,228.0,443,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Tom Jackson,Swansea Uni,205.0,237.0,442,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Mark Peart,Loughborough Uni,217.0,225.0,442,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,David Priestley,Bath Uni,202.0,238.0,440,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Jacob Bellamy,Bristol Uni,213.0,219.0,432,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Wai Cheung,Bath Uni,223.0,207.0,430,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Daniel Sugden,Hull Uni,223.0,196.0,419,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Richard Watson,Portsmouth Uni,206.0,204.0,410,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Jon Gordon,Swansea Uni,198.0,211.0,409,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Joss Cousins,Newcastle Uni,192.0,206.0,398,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Lonja Selter,Plymouth Uni,225.0,173.0,398,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Jared Stoughton,York Uni,200.0,186.0,386,0.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Jowan Barnes,Newcastle Uni,181.0,204.0,385,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Kamil Bak,Blackburn College,202.0,182.0,384,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Andrew Browne,Cambridge Uni,164.0,164.0,328,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Iain Majer,Cardiff Uni,150.0,161.0,311,0.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Men,Cole Parker,Brunel Uni,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Jessica Nilsson,Edinburgh Uni,240.0,245.0,485,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Sarah Shahzad,Uni of Abertay Dundee,235.0,232.0,467,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Anna Blanchard,Bath Uni,235.0,217.0,452,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Amelia Elgey,Birmingham Uni,219.0,221.0,440,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Elizabeth Miller,Sussex Uni,229.0,209.0,438,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Charlotte Wu,Bath Uni,212.0,222.0,434,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Natasha Aziz,Liverpool Uni,215.0,204.0,419,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Suzannah Boardman,Exeter Uni,204.0,211.0,415,4.0
