Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,276.0,273.0,549,12.0
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Marc Christian,Laleham,50+,268.0,270.0,538,7.0
2025,Wallingford IS 4 2025,WA 18m,Compound Men,James Clifton,Deer Park,,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Jose Goncalves,AGB,,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Rob Bittles,AC Delco,U21,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Luke Christian,Laleham,U15,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Barebow Men,Robert Edwards,South Oxon,,262.0,250.0,512,12.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Men,Steve Morgan,Wallingford,50+,229.0,245.0,474,8.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Men,Carl Mcloughlin,Canford Magna,50+,216.0,239.0,455,7.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Women,Teresa Shelly,Hardy,50+,220.0,225.0,445,5.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Women,Nadine Parker,Laleham,50+,205.0,227.0,432,5.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Women,Heidi Lewis,Canford Magna,U15,133.0,136.0,269,0.0
2025,Wallingford IS 4 2025,WA 18m,Barebow Women,Adriana Jones,Stratford,U16,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Compound Women,Donna Mills,Rivernook,,274.0,264.0,538,11.0
2025,Wallingford IS 4 2025,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,250.0,254.0,504,3.0
2025,Wallingford IS 4 2025,WA 18m,Compound Women,Victoria Loader,AC Delco,,,,DNS,
