Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Erin King,Wallingford,U21,262.0,265.0,527,16.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Rebekah Frost,Crowthorne,,264.0,251.0,515,14.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,261.0,251.0,512,16.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U15,242.0,255.0,497,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,245.0,248.0,493,4.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U18,252.0,234.0,486,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U16,242.0,238.0,480,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Isobel Searing,Buscot Park,,233.0,237.0,470,3.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,228.0,236.0,464,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,,231.0,214.0,445,6.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,222.0,214.0,436,6.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Zainab Master,Oakfield,,210.0,214.0,424,5.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,188.0,198.0,386,2.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Freya Miller,Cody,U18,192.0,175.0,367,4.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Rachel Pollard,Wallingford,50+,189.0,147.0,336,2.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Julianna Ostrovska,Laleham,,,,DNS,
2025,Wallingford IS 3 2025,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,290.0,287.0,577,37.0
2025,Wallingford IS 3 2025,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,276.0,280.0,556,22.0
2025,Wallingford IS 3 2025,WA 18m,Compound Men,Rob Bittles,AC Delco,U21,276.0,277.0,553,17.0
2025,Wallingford IS 3 2025,WA 18m,Compound Men,Marc Christian,Laleham,50+,282.0,260.0,542,16.0
2025,Wallingford IS 3 2025,WA 18m,Compound Men,Luke Christian,Laleham,U15,211.0,230.0,441,2.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Men,Robert Edwards,South Oxon,,236.0,238.0,474,8.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Men,Steve Morgan,Wallingford,50+,217.0,243.0,460,7.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Men,Matt Carstensen,Canford Magna,50+,184.0,189.0,373,1.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Women,Nadine Parker,Laleham,50+,220.0,238.0,458,4.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Women,Teresa Shelly,Hardy,50+,206.0,219.0,425,5.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Women,Heidi Lewis,Canford Magna,U15,208.0,207.0,415,4.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Women,Lindsay Lewis,Canford Magna,,155.0,173.0,328,2.0
2025,Wallingford IS 3 2025,WA 18m,Barebow Women,Adriana Jones,Stratford,U16,,,DNS,
2025,Wallingford IS 3 2025,WA 18m,Compound Women,Ella Gibson,Deer Park,,297.0,295.0,592,52.0
2025,Wallingford IS 3 2025,WA 18m,Compound Women,Victoria Loader,AC Delco,,282.0,286.0,568,28.0
2025,Wallingford IS 3 2025,WA 18m,Compound Women,Donna Mills,Rivernook,,269.0,256.0,525,11.0
2025,Wallingford IS 3 2025,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,247.0,248.0,495,3.0
